,Random,Centered
0.01,0.9986489244198256,0.9923604660807799
0.02,0.9967503287301268,0.9792702273507262
0.03,0.9949219186049046,0.9621844940694716
0.04,0.9929485325984669,0.9567707394220577
0.05,0.9913266281536275,0.9309856120187805
0.1,0.9819884263674725,0.8675204002009526
0.15,0.9666057020101945,0.7913255702606753
0.2,0.9442431981924961,0.7288579607652114
0.25,0.921387477644142,0.6605620015564259
0.5,0.6571132379435055,0.3622658166225156
