,Random,Centered
0.01,0.9190395718595072,0.9476367752881264
0.02,0.9159842039851788,0.8951266642307292
0.03,0.8913519310014262,0.7999038534179534
0.04,0.7751820072694997,0.7992393264728753
0.05,0.7609878400694976,0.6420160879534809
0.1,0.3781800217771693,0.3887288400071036
0.15,0.28219512015598225,0.24525177573438536
0.2,0.1375043286196464,0.1600975784550475
0.25,0.10283033143402406,0.11034678774344332
0.5,0.03362658233967401,0.03645594820697445
