,Random,Centered
0.01,0.9732677860847664,0.9599047732766393
0.02,0.8417588300838085,0.9590879178118478
0.03,0.8527137105476794,0.9088429377894431
0.04,0.5635433987764625,0.8180936550132957
0.05,0.7612601993480962,0.815370803463987
0.1,0.6947646578112312,0.6606035088480303
0.15,0.43522866589821796,0.4617891397828294
0.2,0.45666443259250944,0.4044108780630456
0.25,0.24553378675687523,0.2719467433811431
0.5,0.11420028376592296,0.0924408100990212
